,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
64,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
65,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
66,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
67,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
68,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
69,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
70,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
71,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
72,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
73,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
74,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
75,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
76,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
77,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
78,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
79,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
80,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
81,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
82,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
83,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
84,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
85,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
86,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
87,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
88,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
89,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
90,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
91,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
92,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
93,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
94,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
95,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
96,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
97,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
98,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
99,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
100,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
101,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
102,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
103,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
104,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
105,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
106,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
107,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
108,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
109,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
110,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
111,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
112,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
113,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
114,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
115,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
116,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
117,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
118,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
119,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
120,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
121,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
122,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
123,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
124,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
125,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
126,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
127,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
128,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
129,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
130,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
131,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
132,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
133,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
134,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
135,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
136,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
137,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
138,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
139,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
140,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
141,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
142,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
143,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
144,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
145,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
146,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
147,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
148,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
149,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
150,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
151,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
152,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
153,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
154,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
155,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
156,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
157,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
158,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
159,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
160,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
161,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
162,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
163,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
164,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
165,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
166,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
167,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
168,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
169,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
170,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
171,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
172,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
173,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
174,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
175,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
176,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
177,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
178,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
179,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
180,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
181,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
182,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
183,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
184,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
185,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
186,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
187,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
188,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
189,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
190,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
191,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
192,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
193,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
194,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
195,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
196,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
197,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
198,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
199,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
200,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
201,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
202,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
203,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
204,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
205,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
206,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
207,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
208,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
209,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
210,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
211,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
212,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
213,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
214,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
215,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
216,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
217,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
218,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
219,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
220,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
221,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
222,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
223,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
224,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
225,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
226,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
227,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
228,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
229,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
230,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
231,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
232,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
233,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
234,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
235,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
236,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
237,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
238,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
239,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
240,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
241,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
242,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
243,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
244,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
245,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
246,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
247,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
248,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
249,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
250,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
251,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
252,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
253,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
254,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
255,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
256,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
257,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
258,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
259,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
260,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
261,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
262,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
263,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
264,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
265,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
266,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
267,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
268,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
269,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
270,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
271,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
272,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
273,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
274,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
275,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
276,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
277,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
278,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
279,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
280,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
281,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
282,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
283,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
284,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
285,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
286,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
287,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
288,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
289,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
290,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
291,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
292,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
293,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
294,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
295,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
296,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
297,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
298,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
299,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
300,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
301,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
302,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
303,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
304,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
305,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
306,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
307,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
308,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
309,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
310,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
311,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
312,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
313,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
314,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
315,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
316,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
317,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
318,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
319,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
320,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
321,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
322,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
323,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
324,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
325,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
326,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
327,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
328,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
329,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
330,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
331,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
332,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
333,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
334,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
335,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
336,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
337,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
338,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
339,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
340,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
341,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
342,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
343,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
344,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
345,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
346,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
347,Ribeira Grande,PT,1601153420,71.6,75,83,17.22,38.52,-28.7
